,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
290,24,Bradford Avenue,Jean,Smith,4,Daughter,NA,Female,Child,None,NA
291,25,Bradford Avenue,Caroline,Lloyd,53,Head,Married,Female,Investment analyst,None,Christian
292,25,Bradford Avenue,Gerald,Lloyd,56,Husband,Married,Male,"Buyer, industrial",None,Christian
293,26,Bradford Avenue,Albert,Jones,60,Head,Single,Male,"Engineer, site",None,Christian
294,26,Bradford Avenue,Sharon,Bibi,53,Partner,Single,Female,"Surveyor, minerals",None,Christian
295,27,Bradford Avenue,Diane,O'Brien,44,Head,Single,Female,Unemployed,None,Catholic
296,27,Bradford Avenue,Adrian,O'Brien,12,Son,NA,Male,Student,None,NA
297,28,Bradford Avenue,Rita,Smith,88,Head,Married,Female,"Retired Nurse, mental health",None,Methodist
298,28,Bradford Avenue,Lee,Smith,88,Husband,Married,Male,Retired Air cabin crew,None,Methodist
299,29,Bradford Avenue,Alexandra,Hall,31,Head,Divorced,Female,Unemployed,None,Methodist
300,29,Bradford Avenue,Ben,Hall,0,Son,NA,Male,Child,None,NA
301,30,Bradford Avenue,Damien,Wheeler,68,Head,Married,Male,Retired Building surveyor,None,Christian
302,30,Bradford Avenue,Yvonne,Wheeler,70,Wife,Married,Female,"Retired Solicitor, Scotland",None,Christian
303,30,Bradford Avenue,Sheila,Jordan,49,None,Married,Female,"Exhibitions officer, museum/gallery",None,Catholic
304,30,Bradford Avenue,Gerald,Jordan,53,None,Married,Male,"Geologist, wellsite",None,Catholic
305,30,Bradford Avenue,Arthur,Jordan,13,None,NA,Male,Student,None,NA
306,31,Bradford Avenue,Lynda,Taylor,32,Head,Single,Female,"Scientist, biomedical",None,None
307,31,Bradford Avenue,Megan,Atkinson,30,Lodger,Single,Female,"Librarian, public",None,Methodist
308,32,Bradford Avenue,Damian,Peters,95,Head,Married,Male,Retired Medical secretary,Unknown Infection,Christian
309,32,Bradford Avenue,Vanessa,Peters,93,Wife,Married,Female,"Retired Editor, magazine features",None,Christian
310,33,Bradford Avenue,Dominic,Woods,37,Head,Divorced,Male,Paediatric nurse,None,Christian
311,33,Bradford Avenue,Kim,Woods,50,Cousin,Single,Female,Maintenance engineer,None,Christian
312,34,Bradford Avenue,Linda,Russell,44,Head,Divorced,Female,Unemployed,None,Catholic
313,34,Bradford Avenue,Victoria,Russell,1,Daughter,NA,Female,Child,None,NA
314,34,Bradford Avenue,Abbie,Russell,0,Daughter,NA,Female,Child,None,NA
315,34,Bradford Avenue,Susan,Saunders,24,Sibling,Single,Female,Fashion designer,None,Methodist
316,1,Violet Dale,Declan,Ellis,38,Head,Divorced,Male,Event organiser,None,None
317,2,Violet Dale,Kimberley,Day,76,Head,Married,Female,Retired Higher education careers adviser,None,None
318,2,Violet Dale,Gary,Day,79,Husband,Married,Male,Retired IT trainer,None,None
319,3,Violet Dale,Megan,Goodwin,42,Head,Divorced,Female,Amenity horticulturist,None,Christian
320,4,Violet Dale,Danielle,Thompson,46,Head,Single,Female,Toxicologist,None,Catholic
321,4,Violet Dale,Sean,Thompson,15,Son,NA,Male,Student,None,NA
322,5,Violet Dale,Sian,Allen,46,Head,Single,Female,"Scientist, audiological",None,Christian
323,5,Violet Dale,Shaun,Harrison,47,Partner,Single,Male,Applications developer,None,Christian
324,5,Violet Dale,Hugh,Allen,16,Son,NA,Male,Student,None,NA
325,6,Violet Dale,Josh,Robinson,72,Head,Widowed,Male,Retired Site engineer,None,Christian
326,7,Violet Dale,Stuart,Morrison,51,Head,Single,Male,Politician's assistant,None,Jewish
327,8,Violet Dale,Tom,Wilson,60,Head,Single,Male,Art therapist,None,Methodist
328,9,Violet Dale,Sally,Stewart,76,Head,Widowed,Female,Retired Corporate investment banker,None,Christian
329,10,Violet Dale,Rosemary,Smith,65,Head,Divorced,Female,"Civil engineer, consulting",None,Christian
330,11,Violet Dale,Oliver,Cooper,51,Head,Married,Male,"Designer, textile",None,Christian
331,11,Violet Dale,Sally,Cooper,49,Wife,Married,Female,"Therapist, occupational",None,Christian
332,12,Violet Dale,Guy,Humphries,39,Head,Divorced,Male,Air cabin crew,None,Catholic
333,13,Violet Dale,Timothy,Willis,65,Head,Widowed,Male,Chief Financial Officer,None,Christian
334,14,Violet Dale,Terence,Banks,24,Head,Single,Male,"Buyer, retail",None,Methodist
335,15,Violet Dale,Lisa,Cooper,74,Head,Widowed,Female,Retired Sales promotion account executive,None,Catholic
336,1,Cameron Mall,John,Stokes,61,Head,Divorced,M,Community education officer,None,Christian
337,2,Cameron Mall,Gregory,Coles,75,Head,Single,Male,Retired Geographical information systems officer,None,Sikh
338,3,Cameron Mall,Connor,Miles,30,Head,Single,Male,"Engineer, electronics",None,None
339,4,Cameron Mall,Kenneth,Rogers,41,Head,Divorced,Male,Operations geologist,None,Methodist
340,5,Cameron Mall,Eric,Barnes,46,Head,Married,Male,"Designer, television/film set",None,None
341,5,Cameron Mall,Barbara,Barnes,39,Wife,Married,Female,Energy engineer,None,None
342,6,Cameron Mall,Gemma,Wall,35,Head,Married,Female,"Production assistant, television",None,Christian
343,6,Cameron Mall,William,Wall,39,Husband,Married,Male,"Copywriter, advertising",None,Christian
344,6,Cameron Mall,Irene,Wall,2,Daughter,NA,Female,Child,None,NA
345,7,Cameron Mall,Karl,Johnston,38,Head,Single,Male,Industrial/product designer,None,None
346,7,Cameron Mall,Vincent,Potts,20,None,Single,Male,University Student,None,Catholic
347,8,Cameron Mall,Emily,Wilson,22,Head,Single,Female,University Student,None,Christian
348,9,Cameron Mall,Jasmine,Smith,52,Head,Divorced,Female,"Administrator, charities/voluntary organisations",None,Catholic
349,10,Cameron Mall,June,Hanson,48,Head,Married,Female,"Engineer, water",None,None
350,10,Cameron Mall,Richard,Hanson,49,Husband,Married,Male,Office manager,None,None
351,10,Cameron Mall,Garry,Hanson,14,Son,NA,Male,Student,None,NA
352,11,Cameron Mall,Laura,Mills,52,Head,Single,Female,"Designer, fashion/clothing",None,None
353,1,Cambridge Avenue,Clifford,Jackson,70,Head,Widowed,Male,Retired Fine artist,None,None
354,2,Cambridge Avenue,Roger,Newman,85,Head,Divorced,Male,Retired Optometrist,None,Christian
355,3,Cambridge Avenue,Carolyn,Jones,77,Head,Divorced,Female,Retired Intelligence analyst,None,Christian
356,4,Cambridge Avenue,Georgina,Walker,44,Head,Married,Female,Unemployed,None,None
357,4,Cambridge Avenue,Jonathan,Walker,43,Husband,Married,Male,Armed forces training and education officer,None,None
358,4,Cambridge Avenue,Kathleen,Russell,42,Lodger,Single,Female,Physiological scientist,None,Christian
359,5,Cambridge Avenue,Gillian,Wilson,68,Head,W,Female,Unemployed,None,None
360,5,Cambridge Avenue,Sandra,Wilson,34,Daughter,Single,Female,Printmaker,None,None
361,5,Cambridge Avenue,Geoffrey,Wilson,30,Son,Single,Male,"Surveyor, planning and development",None,None
362,6,Cambridge Avenue,Sean,White,104,Head,Married,Male,Retired Leisure centre manager,None,None
363,6,Cambridge Avenue,Gillian,White,103,Wife,Married,Female,Retired Adult nurse,None,None
364,7,Cambridge Avenue,Joshua,Naylor,19,Head,Single,Male,University Student,None,Catholic
365,7,Cambridge Avenue,Martin,Thompson,21,None,Single,Male,University Student,None,Methodist
366,7,Cambridge Avenue,Damian,Holloway,20,None,Single,Male,University Student,None,Catholic
367,8,Cambridge Avenue,Thomas,Green,60,Head,Single,Male,Ceramics designer,None,Christian
368,8,Cambridge Avenue,Adam,Barker,3,Grandson,NA,Male,Child,None,NA
369,9,Cambridge Avenue,Leonard,O'Neill,23,Head,Single,Male,Unemployed,None,Methodist
370,10,Cambridge Avenue,Mandy,Edwards,19,Head,Divorced,Female,University Student,None,Christian
371,11,Cambridge Avenue,Katherine,Reid,74,Head,Married,Female,"Retired Secretary, company",None,Christian
372,11,Cambridge Avenue,Jacob,Reid,75,Husband,Married,Male,Retired Operational researcher,None,Christian
373,12,Cambridge Avenue,Louise,Pugh,71,Head,Widowed,Female,Retired Trading standards officer,None,None
374,13,Cambridge Avenue,Barry,Williams,24,Head,Married,Male,Applications developer,None,Christian
375,13,Cambridge Avenue,Rachel,Williams,22,Wife,Married,Female,University Student,None,None
376,14,Cambridge Avenue,Emma,Newton,30,Head,Married,Female,Occupational hygienist,None,Christian
377,14,Cambridge Avenue,Eric,Newton,36,Husband,Married,Male,Barista,None,Christian
378,14,Cambridge Avenue,Susan,Newton,5,Daughter,NA,Female,Student,None,NA
379,15,Cambridge Avenue,Molly,Fisher,54,Head,Single,Female,"Restaurant manager, fast food",None,Catholic
380,15,Cambridge Avenue,Jemma,Fisher,33,Daughter,Single,Female,Theatre manager,None,Catholic
381,16,Cambridge Avenue,Aimee,Jones,84,Head,Widowed,Female,"Retired Psychologist, sport and exercise",None,Christian
382,17,Cambridge Avenue,Linda,Harris,61,Head,Single,Female,Public affairs consultant,None,None
383,17,Cambridge Avenue,Mathew,O'Brien,63,Partner,Single,Male,Estate agent,None,None
384,18,Cambridge Avenue,Leonard,Miller,38,Head,Single,Male,"Scientist, forensic",None,Methodist
385,19,Cambridge Avenue,Charlie,Jones,33,Head,Single,Male,Hydrogeologist,None,None
386,19,Cambridge Avenue,Amber,Johnson,30,Partner,Single,Female,Therapeutic radiographer,None,None
387,20,Cambridge Avenue,Diana,Morris,35,Head,Single,Female,Volunteer coordinator,None,None
388,21,Cambridge Avenue,Charlotte,Smith,61,Head,Married,Female,Ophthalmologist,None,Christian
389,21,Cambridge Avenue,Denis,Smith,66,Husband,Married,Male,IT trainer,None,Christian
390,21,Cambridge Avenue,Teresa,Smith,27,Daughter,Single,Female,Unemployed,None,None
391,22,Cambridge Avenue,Cheryl,Davey,29,Head,Single,Female,"Teacher, secondary school",None,None
392,23,Cambridge Avenue,Allan,Smith,51,Head,Single,Male,Translator,None,Christian
393,24,Cambridge Avenue,Kimberley,Morris,34,Head,Divorced,Female,Database administrator,None,None
394,24,Cambridge Avenue,Kathleen,Morris,1,Daughter,NA,Female,Child,None,NA
395,25,Cambridge Avenue,Lucy,Bates,50,Head,Divorced,Female,"Scientist, water quality",None,Catholic
396,25,Cambridge Avenue,Luke,Bates,0,Grandson,NA,Male,Child,None,NA
397,26,Cambridge Avenue,Diane,Smith,71,Head,Widowed,Female,Retired IT trainer,None,Muslim
398,27,Cambridge Avenue,Keith,Davies,38,Head,Married,Male,Accommodation manager,None,None
399,27,Cambridge Avenue,Lindsey,Davies,36,Wife,Married,Female,Unemployed,None,None
400,28,Cambridge Avenue,Karen,Hewitt,45,Head,Married,Female,Field trials officer,None,None
401,28,Cambridge Avenue,Callum,Hewitt,47,Husband,Married,Male,Museum/gallery curator,None,None
402,29,Cambridge Avenue,John,Murphy,18,Head,Single,Male,University Student,None,Methodist
403,29,Cambridge Avenue,Nathan,Cook,19,None,Single,Male,University Student,None,Christian
404,30,Cambridge Avenue,Georgia,Banks,79,Head,Widowed,Female,Retired Manufacturing systems engineer,None,Christian
405,31,Cambridge Avenue,Philip,Dennis,84,Head,Married,Male,"Retired Accountant, chartered certified",None,Christian
406,31,Cambridge Avenue,Barbara,Dennis,81, ,Married,Female,Retired Arts development officer,None,Christian
407,32,Cambridge Avenue,Sean,Evans,105,Head,Widowed,Male,Retired Naval architect,None,Christian
408,33,Cambridge Avenue,Beverley,Stevenson,38,Head,Divorced,Female,Unemployed,None,None
409,33,Cambridge Avenue,Karen,Stevenson,10,Daughter,NA,Female,Student,None,NA
410,34,Cambridge Avenue,Dale,Parker,84,Head,Single,Male,Retired Osteopath,None,Christian
411,35,Cambridge Avenue,Julie,Spencer,84,Head,Single,Female,Retired Rural practice surveyor,None,Christian
412,36,Cambridge Avenue,Michael,Hayes,43,Head,Single,Male,Haematologist,None,Christian
413,37,Cambridge Avenue,Fiona,Sullivan,68,Head,Single,Female,Retired Office manager,None,Christian
414,38,Cambridge Avenue,Charles,Bryant,41,Head,Single,Male,Counselling psychologist,None,None
415,39,Cambridge Avenue,Kyle,Walton,54,Head,Married,Male,"Engineer, drilling",None,Jewish
416,39,Cambridge Avenue,Molly,Walton,53,Wife,Married,Female,"Engineer, biomedical",None,Jewish
417,40,Cambridge Avenue,Carole,West,43,Head,Divorced,Female,Newspaper journalist,None,Jewish
418,41,Cambridge Avenue,Rebecca,Hanson,32,Head,Single,Female,Records manager,None,None
419,41,Cambridge Avenue,Donald,Hanson,6,Son,NA,Male,Student,None,NA
420,42,Cambridge Avenue,Anne,Fletcher,19,Head,Single,Female,University Student,None,Catholic
421,42,Cambridge Avenue,Matthew,Gallagher, ,Partner,Single,Male,Agricultural consultant,None,None
422,42,Cambridge Avenue,Denis,Fletcher,2,Son,NA,Male,Child,None,NA
423,43,Cambridge Avenue,Denise,Hall,31,Head,Widowed,Female,Warden/ranger,None,Muslim
424,44,Cambridge Avenue,Natalie,Naylor,30,Head,Single,Female,"Education officer, museum",None,None
425,45,Cambridge Avenue,Danny,Griffiths,29,Head,Married,Male,"Civil engineer, contracting",None,None
426,45,Cambridge Avenue,Denise,Griffiths,29,Wife,Married,Female,Statistician,None,None
427,46,Cambridge Avenue,Samantha,Jenkins,65,Head,Married,Female,Theatre director,None,Christian
428,46,Cambridge Avenue,Neil,Jenkins,63,Husband,Married,Male,"Designer, fashion/clothing",None,Christian
429,47,Cambridge Avenue,Anne,Martin,74,Head,Married,Female,Retired Lexicographer,None,Christian
430,47,Cambridge Avenue,Callum,Martin,76,Husband,Married,Male,Retired Printmaker,None,Christian
431,48,Cambridge Avenue,Jasmine,Cooper,37,Head,Single,Female,Human resources officer,None,None
432,48,Cambridge Avenue,Ashley,Simpson,34,None,Single,Male,Production engineer,None,None
433,48,Cambridge Avenue,Emma,Jones,62,None,Single,Female,"Biochemist, clinical",None,None
434,1,Rogers Brooks,Carol,Brown,31,Head,Single,Female,Claims inspector/assessor,None,None
435,1,Rogers Brooks,Toby,Reed,33,Partner,Single,Male,Planning and development surveyor,None,None
436,1,Rogers Brooks,Amber,Robinson,25,Lodger,Single,Female,Public relations account executive,None,None
437,2,Rogers Brooks,Hugh,Cole,66,Head,Widowed,Male,Proofreader,None,Christian
438,3,Rogers Brooks,Jeffrey,Donnelly,29,Head,Divorced,Male,Microbiologist,None,Christian
439,4,Rogers Brooks,Clive,Steele,58,Head,Single,m,IT trainer,None,Christian
440,4,Rogers Brooks,Jane,Steele,17,Granddaughter,NA,Female,Student,None,NA
441,1,Stormhawk Drive,Megan,Smith,43,Head,Single,Female,"Psychotherapist, child",None,None
442,1,Stormhawk Drive,Mary,Smith,5,Daughter,NA,Female,Student,None,NA
443,2,Stormhawk Drive,Sylvia,Andrews,56,Head,Divorced,Female,Unemployed,None,Christian
444,2,Stormhawk Drive,Victor,Johnston,39,Son,Divorced,Male,Charity officer,None,None
445,3,Stormhawk Drive,Gillian,Brown,47,Head,Married,Female,Air traffic controller,None,Christian
446,3,Stormhawk Drive,Mark,Brown,49,Husband,Married,Male,Clinical molecular geneticist,None,None
447,3,Stormhawk Drive,Vincent,Brown,14,Son,NA,Male,Student,None,NA
448,4,Stormhawk Drive,Jasmine,Wilson,66,Head,Widowed,Female,"Scientist, marine",None,None
449,4,Stormhawk Drive,Geoffrey,Wilson,35,Son,Divorced,Male,Media buyer,None,None
450,4,Stormhawk Drive,Marcus,Wilson,35,Son,Single,Male,Public affairs consultant,None,None
451,4,Stormhawk Drive,Francis,Wilson,32,Son,Divorced,Male,"Exhibitions officer, museum/gallery",None,None
452,4,Stormhawk Drive,Gerald,Wilson,28,Son,Single,Male,"Programmer, multimedia",None,None
453,5,Stormhawk Drive,Gerard,Allen,82,Head,Widowed,Male,Retired Games developer,None,Christian
454,6,Stormhawk Drive,Amanda,Norman,69,Head,Widowed,Female,Retired Nutritional therapist,None,Christian
455,7,Stormhawk Drive,Joanne,Burgess,30,Head,Single,Female,Armed forces operational officer,None,Methodist
456,7,Stormhawk Drive,Carole,Burgess,6,Daughter,NA,Female,Student,None,NA
457,8,Stormhawk Drive,Alexander,Watson,63,Head,Single,Male,Land,None,Christian
458,8,Stormhawk Drive,Deborah,Watson,14,Granddaughter,NA,Female,Student,None,NA
459,9,Stormhawk Drive,Shane,O'Connor,26,Head,Married,Male,Corporate treasurer,None,None
460,9,Stormhawk Drive,Julie,O'Connor,24,Wife,Married,Female,English as a second language teacher,None,None
461,9,Stormhawk Drive,Philip,O'Connor,3,Son,NA,Male,Child,None,NA
462,9,Stormhawk Drive,Julia,O'Connor,3,Daughter,NA,Female,Child,None,NA
463,1,Thompson Forges,Angela,Frost,28,Head,Married,Female,Multimedia specialist,None,None
464,1,Thompson Forges,Leonard,Frost,27,Husband,Married,Male,Unemployed,None,None
465,1,Thompson Forges,Declan,Frost,10,Son,NA,Male,Student,None,NA
466,1,Thompson Forges,Ian,Frost,6,Son,NA,Male,Student,None,NA
467,2,Thompson Forges,Linda,Bailey,37,Head,Married,Female,Technical sales engineer,None,Methodist
468,2,Thompson Forges,Paul,Bailey,46,Husband,Married,Male,Corporate investment banker,None,Methodist
469,2,Thompson Forges,Michael,Bailey,6,Son,NA,Male,Student,None,NA
470,3,Thompson Forges,Bethan,Young,60,Head,Married,Female,Risk analyst,None,Christian
471,3,Thompson Forges,Abdul,Young,62,Husband,Married,Male,Volunteer coordinator,None,Christian
472,3,Thompson Forges,Yvonne,Young,28,Daughter,Divorced,Female,Trade union research officer,None,Christian
473,3,Thompson Forges,Joan,Young,28,Daughter,Single,Female,Marketing executive,None,Christian
474,3,Thompson Forges,Marcus,Young,27,Son,Divorced,Male,Chartered management accountant,None,Christian
475,4,Thompson Forges,Lindsey,Scott,67,Head,Married,Female,Accounting technician,None,None
476,4,Thompson Forges,Conor,Scott,66,Husband,Married,Male,"Runner, broadcasting/film/video",None,None
477,5,Thompson Forges,William,Harris,42,Head,Married,Male,Careers adviser,None,None
478,5,Thompson Forges,Rita,Harris,39,Wife,Married,Female,Biomedical scientist,None,None
479,5,Thompson Forges,Phillip,Harris,12,Step-Son,NA,Male,Student,None,NA
480,5,Thompson Forges,Barry,King-Harris,7,Step-Son,NA,Male,Student,None,NA
481,5,Thompson Forges,Helen,Williams,5,Step-Daughter,NA,Female,Student,None,NA
482,6,Thompson Forges,Yvonne,White,25,Head,Married,Female,Actor,None,None
483,6,Thompson Forges,Shane,White,27,Husband,Married,Male,"Engineer, control and instrumentation",None,None
484,7,Thompson Forges,Helen,Connor,33,Head,Single,Female,Insurance account manager,None,None
485,7,Thompson Forges,Russell,Johnston,30,Partner,Single,Male,"Radiographer, therapeutic",None,None
486,8,Thompson Forges,Marian,Adams,41,Head,Married,Female,"Solicitor, Scotland",None,Christian
487,8,Thompson Forges,Kirsty,Adams,43,Wife,Married,Female,"Engineer, site",None,Christian
488,8,Thompson Forges,Jason,Adams,17,Son,NA,Male,Student,None,NA
489,8,Thompson Forges,Charlotte,Adams,16,Daughter,NA,Female,Student,None,NA
490,8,Thompson Forges,Garry,Adams,16,Son,NA,Male,Student,None,NA
491,9,Thompson Forges,Abigail,Willis,40,Head,Single,Female,Unemployed,None,Catholic
492,9,Thompson Forges,Judith,Willis,11,Daughter,NA,Female,Student,None,NA
493,10,Thompson Forges,Zoe,Wood,28,Head,Single,Female,Minerals surveyor,None,Catholic
494,10,Thompson Forges,Christian,Sinclair,3,Son,NA,Male,Child,None,NA
495,11,Thompson Forges,Donald,Hall,76,Head,Widowed,Male,Retired Community development worker,None,Christian
496,12,Thompson Forges,Melissa,Carr,31,Head,Married,Female,Medical illustrator,None,None
497,12,Thompson Forges,Joel,Carr,34,Husband,Married,Male,Purchasing manager,None,None
498,12,Thompson Forges,Paula,Carr,11,Daughter,NA,Female,Student,None,NA
499,13,Thompson Forges,Cheryl,Owen,68,Head,Married,Female,Retired Cabin crew,None,Methodist
500,13,Thompson Forges,Charles,Owen,71,Husband,Married,Male,"Retired Engineer, communications",None,Methodist
